Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
48.07,41,30942.34,111.75,Synergistic synergistic paradigm system,City_384,1,Ghana,2016-09-12 02:35:10,1
60.01,24,38503.83,207.81,Configurable proactive initiative system,City_235,1,Peru,2016-08-02 09:27:09,1
53.07,46,77624.15,182.25,Cloned integrated methodology,City_472,0,Tunisia,2016-11-11 09:55:29,0
68.33,29,77734.38,179.72,Universal cloned analyzer,City_436,1,Italy,2016-09-11 23:22:51,0
57.06,19,47157.53,152.66,Cloned persevering forecast  solution,City_483,0,Bolivia,2016-02-13 05:57:35,1
70.62,41,41857.42,174.76,Cloned persevering infrastructure capability,City_180,1,Spain,2016-11-23 15:29:48,1
35.41,56,54634.23,159.14,Reduced universal productivity capability,City_39,1,Argentina,2016-09-12 00:08:21,1
56.16,45,78468.48,243.47,Persevering universal productivity,City_364,0,Poland,2016-06-15 18:29:20,0
49.23,46,29830.74,100.0,Enhanced synergistic forecast  solution,City_119,1,Argentina,2016-11-22 16:14:17,1
52.7,39,56012.88,154.43,Universal enhanced solution system,City_82,0,Canada,2016-03-17 02:04:22,1
63.91,33,35624.79,163.86,Cloned reduced functionalities system,City_176,1,China,2016-04-17 18:26:20,1
55.85,29,48618.71,154.37,Cloned cloned forecast capability,City_110,1,Germany,2016-11-04 05:10:21,1
81.82,21,69489.94,182.1,Synergistic proactive functionalities system,City_104,0,Norway,2016-09-16 03:42:34,0
76.69,31,55175.13,109.89,Synergistic proactive productivity,City_362,1,Turkey,2016-09-22 16:47:40,1
68.89,30,16710.95,133.39,Reduced enhanced capability capability,City_376,1,India,2016-02-02 11:09:47,1
42.97,22,40376.13,116.01,Extended configurable productivity capability,City_221,1,Russia,2016-08-16 03:03:02,1
70.39,43,64727.53,179.7,Universal universal functionalities  solution,City_75,1,Australia,2016-05-06 12:35:36,0
57.07,27,57088.12,157.8,Configurable reduced framework,City_165,0,Australia,2016-02-17 04:04:46,1
51.53,46,51275.59,121.83,Cloned persevering initiative,City_115,1,Spain,2016-07-25 20:07:47,1
65.3,39,62834.67,244.62,Configurable extended framework system,City_461,0,San Marino,2016-03-05 19:44:24,0
71.63,35,43132.88,158.6,Configurable extended forecast,City_302,1,Ghana,2016-01-12 03:54:51,1
51.65,19,54477.5,129.35,Synergistic integrated emulation system,City_83,1,Germany,2016-09-10 05:36:26,1
76.11,46,64717.83,250.49,Extended extended paradigm  solution,City_434,1,Peru,2016-12-19 04:47:46,0
51.54,42,48786.67,133.29,Universal extended functionalities capability,City_160,0,Nauru,2016-07-29 14:57:54,1
70.47,55,62982.89,193.33,Universal cloned system  solution,City_425,1,Australia,2016-01-31 13:28:13,0
56.75,41,35542.2,148.7,Synergistic proactive system  solution,City_9,0,San Marino,2016-05-23 20:58:13,1
77.32,33,71326.93,185.18,Extended reduced policy,City_491,0,China,2016-08-07 18:56:24,0
50.43,31,27356.53,179.52,Integrated universal policy,City_43,0,China,2016-02-20 02:24:12,1
59.6,21,48886.64,213.96,Synergistic integrated methodology,City_47,0,Liberia,2016-12-07 03:43:37,0
54.73,34,53563.03,215.31,Enhanced integrated policy  solution,City_380,0,Mexico,2016-07-15 05:04:13,0
57.61,30,47645.45,120.02,Integrated synergistic analyzer,City_266,0,Italy,2016-12-18 03:43:25,1
62.43,34,53703.06,202.49,Configurable persevering policy,City_151,0,China,2016-06-16 17:17:36,0
89.27,38,74220.59,243.8,Integrated persevering productivity,City_267,1,Italy,2016-03-22 20:03:57,0
67.15,35,74255.86,232.6,Proactive universal initiative capability,City_299,0,Burundi,2016-04-09 15:56:51,0
90.66,23,46150.93,248.62,Extended universal policy capability,City_139,0,Nauru,2016-05-08 10:26:14,0
34.58,40,56968.92,190.91,Universal persevering methodology,City_294,0,Australia,2016-11-13 00:29:28,1
66.99,31,56422.09,208.28,Reduced configurable system,City_416,1,Myanmar,2016-03-29 14:12:48,0
58.73,40,57355.14,107.75,Extended enhanced framework capability,City_475,0,Liberia,2016-08-09 20:38:16,1
73.78,25,45976.75,204.67,Extended extended solution,City_229,0,Iceland,2016-02-01 01:12:52,0
60.51,40,40939.57,133.2,Cloned integrated solution,City_239,0,Norway,2016-06-15 08:41:19,1
93.29,37,49371.16,187.66,Enhanced cloned framework system,City_308,0,Qatar,2016-02-03 09:09:15,0
43.42,49,32293.4,128.99,Synergistic enhanced architecture  solution,City_240,1,France,2016-09-20 12:48:03,1
61.28,52,50381.34,160.16,Integrated synergistic productivity,City_427,0,Myanmar,2016-08-06 15:40:36,1
83.8,37,60415.31,222.82,Extended configurable methodology  solution,City_377,1,Germany,2016-01-17 20:05:13,0
85.49,31,46289.71,220.17,Universal proactive framework,City_339,1,Poland,2016-02-23 19:53:36,0
67.32,31,71290.75,226.61,Synergistic universal functionalities,City_163,0,Poland,2016-03-03 20:01:51,0
58.7,44,40938.01,122.84,Universal enhanced system system,City_425,1,Egypt,2016-06-09 02:46:46,1
60.95,49,53694.06,228.16,Integrated persevering functionalities  solution,City_77,0,San Marino,2016-11-24 05:23:21,0
53.68,35,48661.5,144.92,Configurable extended system capability,City_336,0,Grenada,2016-10-24 12:31:20,1
57.91,41,53917.98,163.6,Persevering synergistic solution,City_498,1,Liberia,2016-12-24 16:36:22,1
65.13,20,80000.0,192.79,Proactive persevering emulation  solution,City_341,0,Burundi,2016-10-23 09:56:13,0
69.94,44,62020.98,120.6,Proactive integrated emulation  solution,City_219,1,Canada,2016-05-17 17:03:51,1
62.18,59,80000.0,196.02,Enhanced configurable system capability,City_429,0,Turkey,2016-11-27 17:25:00,0
56.53,45,42999.31,117.44,Synergistic persevering initiative,City_40,1,Germany,2016-11-22 11:44:12,1
74.41,50,66842.65,194.14,Extended cloned paradigm,City_476,1,Argentina,2016-08-29 01:57:53,0
85.96,36,69191.02,191.98,Cloned reduced analyzer capability,City_435,1,Spain,2016-03-14 19:05:39,0
79.3,33,53194.31,206.79,Enhanced synergistic functionalities system,City_364,1,Burundi,2016-08-26 14:49:39,0
42.48,41,55255.97,114.56,Universal reduced paradigm,City_484,0,Burundi,2016-02-12 09:47:37,1
41.31,50,53791.13,138.83,Reduced universal system  solution,City_466,1,Poland,2016-01-19 20:11:21,1
57.31,33,47107.72,212.48,Cloned synergistic policy system,City_495,0,Spain,2016-07-16 20:56:20,0
59.17,33,45638.26,130.61,Reduced configurable initiative  solution,City_214,0,Mexico,2016-01-14 10:13:30,1
44.32,28,61759.73,183.51,Configurable reduced solution,City_254,1,Bolivia,2016-09-21 08:15:59,1
51.46,19,47584.7,151.98,Cloned persevering forecast,City_242,1,India,2016-11-29 09:35:03,1
72.62,41,71495.76,204.22,Enhanced enhanced functionalities capability,City_61,0,Burundi,2016-03-04 09:24:18,0
79.19,23,44196.01,188.15,Reduced synergistic analyzer capability,City_199,0,Bolivia,2016-11-25 19:46:19,0
56.78,59,49785.89,161.89,Persevering extended analyzer  solution,City_33,0,Ghana,2016-08-06 00:05:26,1
49.48,50,14890.65,164.73,Persevering configurable analyzer,City_430,0,Spain,2016-05-03 13:36:41,1
63.88,32,59223.3,233.78,Reduced integrated emulation,City_81,1,Australia,2016-02-19 04:41:54,0
59.95,35,47127.38,125.34,Integrated universal methodology,City_483,0,Russia,2016-01-29 17:09:39,1
50.22,28,66943.11,149.7,Reduced reduced forecast,City_26,1,Japan,2016-01-25 08:06:11,1
64.43,33,62296.02,208.4,Cloned cloned policy  solution,City_164,1,China,2016-04-02 09:24:22,0
73.54,37,62291.38,226.05,Configurable proactive emulation capability,City_479,1,Argentina,2016-05-17 01:57:37,0
58.1,36,60382.4,147.67,Synergistic cloned methodology,City_344,1,Brazil,2016-05-29 16:14:33,1
95.0,23,52732.77,230.95,Extended synergistic paradigm,City_191,1,Argentina,2016-04-27 23:33:22,0
69.45,34,57359.25,162.13,Synergistic synergistic functionalities capability,City_371,0,Argentina,2016-09-02 19:05:56,1
60.14,37,46170.66,252.0,Enhanced proactive infrastructure  solution,City_92,1,Czech Republic,2016-08-23 16:53:31,0
83.66,48,73048.29,197.96,Proactive reduced solution,City_408,0,Burundi,2016-12-30 18:27:28,0
82.73,39,56852.86,242.25,Persevering persevering analyzer,City_76,0,Qatar,2016-07-21 17:03:21,0
48.16,27,35344.27,126.21,Cloned cloned analyzer system,City_186,1,Australia,2016-04-27 03:18:56,1
42.68,24,35799.03,123.93,Enhanced universal protocol,City_22,0,Tunisia,2016-07-06 10:13:31,1
83.98,36,80000.0,222.9,Reduced reduced protocol,City_388,0,Peru,2016-06-05 07:42:53,0
72.19,29,44580.83,194.71,Cloned reduced capability capability,City_352,0,Grenada,2016-05-04 17:37:05,0
76.33,37,62997.77,225.74,Cloned reduced forecast  solution,City_207,0,France,2016-10-16 17:13:49,0
58.03,34,32027.4,163.13,Integrated reduced productivity  solution,City_347,1,Peru,2016-07-20 23:56:58,1
49.91,38,46851.91,159.36,Universal reduced system system,City_486,1,Spain,2016-08-01 09:26:13,1
41.45,34,49078.64,100.0,Cloned configurable capability,City_182,0,Liberia,2016-02-13 18:30:57,1
61.18,32,49474.14,161.35,Synergistic integrated system capability,City_362,1,Egypt,2016-07-30 00:07:14,1
65.94,47,25053.69,163.5,Proactive proactive solution,City_194,0,San Marino,2016-02-11 12:45:05,1
67.77,31,55632.79,129.65,Cloned extended infrastructure  solution,City_379,1,Mexico,2016-07-06 03:37:53,1
77.02,33,71709.56,229.32,Configurable integrated capability,City_124,0,Japan,2016-03-16 00:34:55,0
67.11,31,73647.44,182.81,Configurable cloned system,City_166,0,Liberia,2016-12-27 04:48:53,0
63.61,40,54181.35,203.76,Persevering universal solution capability,City_154,1,Germany,2016-01-14 16:03:59,0
64.35,37,37077.06,143.69,Reduced synergistic emulation,City_397,0,China,2016-03-22 06:59:42,1
95.0,32,66601.54,195.67,Enhanced integrated productivity system,City_100,0,Canada,2016-01-19 21:58:20,0
54.16,36,51255.98,143.81,Extended persevering framework  solution,City_118,1,Spain,2016-01-22 01:35:46,1
83.97,41,38495.46,244.24,Synergistic proactive productivity capability,City_328,0,Brazil,2016-07-21 21:26:45,0
47.55,46,45751.74,145.04,Reduced extended methodology capability,City_469,1,Turkey,2016-04-14 06:02:20,1
69.82,40,48819.11,222.85,Integrated reduced productivity capability,City_45,0,Nauru,2016-06-29 22:59:16,0
79.37,35,77000.8,221.26,Proactive enhanced forecast capability,City_279,0,Nauru,2016-06-17 01:02:54,0
79.41,38,73171.2,199.35,Extended reduced functionalities system,City_471,0,Peru,2016-04-28 07:00:52,0
57.9,30,35753.8,180.19,Persevering reduced system,City_368,1,Qatar,2016-10-11 10:27:30,1
40.24,52,57178.41,134.39,Enhanced reduced capability system,City_401,0,Canada,2016-02-03 01:06:19,1
57.33,47,44698.94,126.92,Enhanced synergistic analyzer capability,City_353,1,Turkey,2016-08-04 19:46:10,1
81.12,28,51312.66,218.35,Synergistic integrated protocol capability,City_155,1,Grenada,2016-05-25 09:46:17,0
85.72,30,49986.41,183.8,Configurable reduced system,City_454,1,Russia,2016-08-19 17:09:47,0
69.84,41,48416.65,245.42,Proactive proactive policy,City_289,1,Mexico,2016-10-01 17:23:59,0
66.85,30,80000.0,221.37,Integrated proactive methodology,City_400,1,Tunisia,2016-03-17 19:48:38,0
53.64,38,44433.57,129.36,Integrated cloned infrastructure capability,City_466,0,Iceland,2016-08-04 06:24:13,1
69.94,44,61668.25,214.29,Integrated universal solution system,City_366,1,Russia,2016-12-28 07:48:38,0
58.6,45,35778.1,144.54,Enhanced configurable analyzer,City_113,0,San Marino,2016-12-18 06:08:13,1
67.69,48,61989.6,173.92,Integrated universal protocol,City_281,0,Poland,2016-03-23 21:32:20,0
93.65,43,57669.16,212.22,Enhanced proactive methodology capability,City_468,0,Nauru,2016-01-22 06:12:23,0
56.22,45,35827.44,143.52,Extended synergistic paradigm,City_19,0,Australia,2016-11-25 05:51:46,1
53.14,29,31755.19,146.78,Persevering integrated policy capability,City_298,0,Poland,2016-12-20 18:21:12,1
74.0,46,69467.7,164.05,Reduced configurable paradigm capability,City_195,0,China,2016-10-25 11:00:47,0
86.81,41,60408.37,233.17,Persevering extended solution,City_257,1,Qatar,2016-08-04 01:09:02,0
39.28,44,41606.29,148.65,Configurable synergistic protocol,City_453,0,San Marino,2016-12-03 00:40:30,1
43.85,33,78600.59,100.0,Reduced extended architecture  solution,City_263,1,Japan,2016-08-24 05:49:43,1
54.69,22,59762.55,144.85,Integrated universal protocol  solution,City_81,1,Tunisia,2016-01-14 12:00:53,1
40.85,38,57238.84,100.0,Universal configurable analyzer capability,City_458,0,Tunisia,2016-07-04 03:43:34,1
74.53,51,63221.48,200.36,Reduced persevering initiative system,City_14,1,Qatar,2016-03-12 11:00:51,0
49.54,48,67505.36,219.52,Persevering configurable policy,City_230,1,Russia,2016-08-28 16:28:17,0
68.79,45,66348.79,200.04,Synergistic cloned methodology  solution,City_219,1,Iceland,2016-10-19 17:55:42,0
57.77,37,38259.17,149.12,Universal synergistic protocol capability,City_192,1,Japan,2016-09-12 12:39:08,1
59.29,38,50897.99,191.21,Configurable synergistic initiative  solution,City_13,0,Canada,2016-02-13 20:53:50,0
77.38,36,68586.86,217.94,Cloned universal functionalities system,City_59,1,Liberia,2016-10-19 14:04:08,0
73.95,33,79542.7,220.88,Cloned configurable protocol  solution,City_424,0,Italy,2016-10-18 19:26:32,0
57.58,48,56258.95,145.46,Integrated persevering system,City_230,1,Mexico,2016-08-29 13:17:59,1
54.08,48,36437.36,112.56,Integrated universal system,City_300,0,Italy,2016-06-30 05:38:02,1
46.48,34,35583.34,165.27,Configurable universal productivity capability,City_370,1,Czech Republic,2016-04-15 15:19:50,1
74.92,41,52010.72,185.84,Universal proactive framework capability,City_293,1,Liberia,2016-03-24 17:45:47,0
52.85,32,65664.94,118.47,Reduced integrated paradigm,City_77,1,Argentina,2016-02-16 20:45:16,1
52.47,49,38502.11,115.36,Extended persevering emulation capability,City_281,0,Poland,2016-02-02 09:19:05,1
86.34,44,58164.9,254.63,Cloned persevering methodology capability,City_227,1,Czech Republic,2016-11-23 18:16:33,0
76.76,41,61834.36,246.52,Integrated reduced infrastructure capability,City_305,0,India,2016-05-16 23:35:40,0
75.51,31,42462.97,212.44,Configurable integrated protocol,City_71,0,Norway,2016-07-14 05:55:20,0
62.04,35,54013.0,133.68,Proactive configurable analyzer  solution,City_8,1,Czech Republic,2016-02-20 01:48:53,1
65.89,32,80000.0,240.27,Proactive universal forecast,City_211,0,Egypt,2016-06-15 22:07:07,0
59.06,29,65893.0,116.58,Persevering extended functionalities  solution,City_206,0,Brazil,2016-11-13 21:46:29,1
44.69,34,51723.51,141.84,Cloned universal architecture system,City_109,1,Liberia,2016-02-17 06:32:10,1
63.86,43,58652.86,161.3,Synergistic universal architecture  solution,City_7,0,Burundi,2016-12-31 21:31:12,1
74.9,46,44605.87,239.36,Cloned integrated system capability,City_420,1,Germany,2016-10-22 01:40:19,0
46.06,28,47318.57,145.49,Universal enhanced infrastructure capability,City_438,0,Liberia,2016-02-12 00:43:36,1
53.35,42,40081.2,187.66,Integrated synergistic functionalities system,City_335,0,Liberia,2016-04-08 08:03:42,1
59.32,37,63241.4,220.74,Universal universal emulation,City_391,0,Canada,2016-06-22 13:08:34,0
82.99,27,45348.74,211.26,Configurable proactive emulation,City_377,0,Nauru,2016-10-10 16:46:00,0
57.89,40,49474.26,178.11,Configurable proactive paradigm capability,City_259,0,Liberia,2016-10-28 01:10:01,1
58.8,44,57502.73,158.87,Universal proactive solution,City_187,1,Czech Republic,2016-05-17 18:51:15,0
47.66,39,61780.89,122.77,Enhanced enhanced framework system,City_189,1,Egypt,2016-11-13 20:37:21,1
65.92,29,70276.99,228.68,Proactive enhanced architecture capability,City_120,1,San Marino,2016-07-17 15:17:29,0
59.55,34,73656.49,234.48,Universal synergistic initiative,City_218,0,Qatar,2016-11-17 02:50:42,0
76.89,54,79396.2,213.54,Proactive reduced productivity,City_255,0,Brazil,2016-05-26 00:50:23,0
51.78,31,50271.34,183.29,Synergistic cloned analyzer capability,City_152,0,Australia,2016-10-05 05:50:29,1
74.36,34,47831.9,223.64,Reduced reduced paradigm  solution,City_79,1,Argentina,2016-03-03 13:04:35,0
62.45,43,54396.9,226.1,Reduced enhanced forecast  solution,City_75,0,Peru,2016-02-21 13:17:17,0
58.26,38,50716.42,140.85,Persevering synergistic framework  solution,City_111,1,Myanmar,2016-12-27 08:14:00,1
78.78,34,65810.06,217.14,Extended synergistic initiative,City_437,1,Mexico,2016-10-02 17:40:26,0
60.18,36,43045.4,178.86,Configurable proactive emulation,City_96,1,India,2016-06-07 02:12:18,1
52.99,54,44524.01,194.19,Cloned integrated emulation,City_368,1,Myanmar,2016-12-06 04:59:02,1
64.34,27,49450.94,121.31,Integrated configurable paradigm,City_345,1,Ghana,2016-08-17 16:28:12,1
77.2,23,46945.05,186.99,Persevering persevering policy capability,City_126,0,Russia,2016-11-26 22:07:47,0
66.49,44,50209.22,190.31,Enhanced extended solution system,City_32,0,Mexico,2016-02-07 00:15:41,0
85.0,23,50234.42,246.73,Cloned persevering capability,City_463,0,Qatar,2016-11-27 08:36:00,0
61.87,52,59995.71,138.45,Synergistic enhanced functionalities system,City_126,1,Poland,2016-01-24 06:17:47,1
58.61,42,43544.5,115.43,Universal proactive framework capability,City_322,0,Liberia,2016-04-09 07:31:47,1
39.94,49,59283.79,136.8,Synergistic universal functionalities,City_295,0,Russia,2016-04-08 13:01:57,1
48.57,40,71129.87,130.27,Extended configurable analyzer capability,City_188,0,France,2016-11-13 08:21:47,1
35.62,25,42703.7,146.45,Configurable persevering functionalities system,City_38,1,Burundi,2016-01-14 03:43:00,1
53.95,33,40865.56,134.74,Synergistic synergistic initiative,City_307,1,Italy,2016-05-22 01:41:04,1
67.95,33,57803.73,179.92,Persevering enhanced policy,City_131,0,Egypt,2016-01-26 19:52:33,1
71.45,51,71863.18,188.67,Extended proactive forecast capability,City_97,0,Poland,2016-01-05 03:43:49,0
70.02,40,60841.65,226.29,Integrated integrated architecture  solution,City_258,0,Canada,2016-09-13 22:04:37,0
60.31,38,53816.81,156.55,Reduced persevering infrastructure  solution,City_35,0,India,2016-10-31 16:10:34,1
60.25,37,67395.43,218.37,Persevering extended infrastructure capability,City_348,0,Czech Republic,2016-12-04 10:30:31,0
49.78,50,48067.06,140.99,Extended configurable productivity,City_189,1,Brazil,2016-03-12 15:49:45,1
47.47,34,75973.42,136.33,Integrated configurable initiative,City_381,0,Mexico,2016-09-02 21:54:21,1
51.18,37,42849.45,144.06,Reduced configurable architecture,City_207,1,Spain,2016-12-03 00:56:35,1
58.43,30,73675.07,175.26,Extended synergistic emulation capability,City_390,1,Liberia,2016-05-14 14:00:56,0
55.19,40,37772.54,165.78,Enhanced reduced solution system,City_21,0,Poland,2016-05-25 03:13:54,1
47.7,19,46523.98,125.59,Configurable persevering protocol,City_284,1,Ghana,2016-08-30 21:41:15,1
83.91,30,65778.86,207.16,Persevering synergistic productivity capability,City_440,0,Spain,2016-09-29 19:56:25,0
63.41,19,28300.29,170.03,Integrated enhanced functionalities capability,City_42,1,Russia,2016-05-11 02:06:04,1
66.01,37,39039.49,194.75,Reduced enhanced analyzer,City_339,0,Brazil,2016-06-29 07:09:26,0
65.57,55,53241.66,239.38,Proactive cloned methodology,City_473,0,Egypt,2016-07-13 18:05:05,0
51.39,39,69051.27,111.39,Cloned universal methodology,City_197,1,Iceland,2016-09-09 21:11:49,1
77.25,30,70539.03,229.86,Extended enhanced solution,City_413,1,Japan,2016-02-25 22:42:52,0
50.96,59,57356.06,241.93,Configurable configurable productivity,City_493,1,Germany,2016-07-10 23:18:28,0
54.11,34,53650.26,211.78,Cloned universal protocol  solution,City_26,1,Australia,2016-03-28 21:26:20,1
79.37,32,59168.19,204.16,Extended proactive emulation  solution,City_3,0,China,2016-05-29 14:19:15,0
60.91,35,20027.03,169.14,Reduced synergistic emulation system,City_67,0,Mexico,2016-10-11 04:00:41,1
40.21,35,43424.03,119.02,Extended integrated protocol capability,City_337,0,Canada,2016-07-15 02:14:41,1
80.82,41,62602.95,247.59,Integrated universal paradigm  solution,City_80,1,Czech Republic,2016-12-18 16:26:16,0
51.44,30,65672.69,140.72,Reduced synergistic architecture,City_422,0,Canada,2016-02-09 05:23:56,1
73.38,35,45263.21,252.05,Reduced configurable solution system,City_422,0,Norway,2016-03-06 08:20:10,0
47.73,36,50898.91,128.52,Persevering integrated productivity  solution,City_196,1,Canada,2016-04-14 08:16:33,1
53.03,45,59919.74,186.45,Configurable extended paradigm capability,City_224,1,Peru,2016-04-26 17:52:54,1
57.12,30,45902.84,179.27,Enhanced extended productivity capability,City_346,1,Japan,2016-12-13 22:07:59,1
62.07,48,50179.89,177.53,Cloned persevering productivity capability,City_80,0,Germany,2016-09-15 17:02:05,1
46.37,46,36972.69,162.94,Proactive universal capability system,City_223,1,Australia,2016-10-22 18:31:45,1
61.01,30,73041.86,217.65,Universal universal system capability,City_21,0,Russia,2016-03-11 09:04:00,0
56.59,34,53394.41,199.14,Proactive cloned initiative,City_398,0,Brazil,2016-08-08 18:05:17,0
67.44,42,73448.87,135.41,Extended integrated framework,City_34,0,Russia,2016-12-28 12:35:49,1
86.16,42,52621.33,252.52,Extended cloned paradigm capability,City_79,0,Turkey,2016-11-28 04:03:50,0
44.92,48,43579.56,146.67,Synergistic configurable productivity,City_234,0,Egypt,2016-08-19 19:49:06,1
49.59,40,49297.17,155.48,Synergistic cloned framework,City_88,0,Ghana,2016-04-30 06:59:21,1
52.2,27,34231.87,154.69,Enhanced persevering solution capability,City_57,1,Russia,2016-06-20 13:00:02,1
68.04,31,49677.52,202.95,Universal enhanced capability,City_476,0,Ghana,2016-06-20 12:42:54,0
55.21,27,74814.38,171.83,Enhanced reduced system  solution,City_304,0,Germany,2016-02-03 09:51:43,1
66.58,23,65742.11,174.72,Reduced integrated forecast system,City_140,0,San Marino,2016-10-05 10:44:09,0
76.4,45,60099.39,207.29,Enhanced reduced policy,City_397,0,Poland,2016-02-21 00:06:13,0
41.75,54,25545.02,131.81,Enhanced proactive infrastructure,City_386,0,Peru,2016-06-21 19:56:09,1
53.42,57,23148.39,111.57,Universal enhanced forecast  solution,City_83,0,Liberia,2016-11-09 02:21:56,1
47.55,37,40096.81,119.16,Proactive configurable infrastructure  solution,City_208,1,Norway,2016-03-31 04:23:43,1
68.8,40,43481.88,131.47,Synergistic enhanced functionalities,City_411,1,Norway,2016-06-27 09:35:44,1
70.25,43,67783.52,222.21,Universal universal forecast  solution,City_140,1,Qatar,2016-07-11 09:39:45,0
62.56,38,64147.82,223.91,Synergistic proactive initiative system,City_100,1,Argentina,2016-06-17 15:28:50,0
69.39,21,78400.5,198.61,Configurable configurable system,City_147,0,Ghana,2016-05-06 12:20:29,0
63.22,29,76835.68,130.84,Persevering cloned initiative,City_259,0,Italy,2016-10-19 14:01:15,1
48.55,35,38548.95,150.73,Cloned extended framework capability,City_361,1,China,2016-10-09 04:10:32,1
84.22,37,60918.6,245.85,Persevering synergistic emulation  solution,City_317,0,Czech Republic,2016-12-20 23:41:17,0
61.24,20,50666.02,214.22,Extended proactive productivity,City_173,0,France,2016-11-10 04:17:51,0
65.42,41,36053.97,129.67,Configurable extended analyzer capability,City_10,0,Norway,2016-07-22 06:54:43,1
47.95,32,49061.12,142.24,Extended persevering architecture system,City_1,0,Poland,2016-11-28 19:28:13,1
84.85,56,49376.14,206.48,Synergistic persevering analyzer,City_110,1,Russia,2016-01-13 14:04:07,0
44.8,53,56732.65,132.29,Proactive persevering functionalities system,City_449,0,Peru,2016-03-31 16:04:08,1
78.6,29,80000.0,208.36,Enhanced synergistic framework capability,City_499,0,Germany,2016-03-09 06:22:42,0
69.56,39,45265.75,217.33,Proactive extended framework,City_193,1,India,2016-01-29 10:49:15,0
66.08,37,44458.44,152.03,Proactive configurable protocol,City_133,0,Germany,2016-09-19 01:06:00,1
68.56,45,46874.77,198.68,Proactive persevering solution  solution,City_4,0,Peru,2016-03-04 01:39:27,0
69.39,40,58694.88,157.1,Reduced reduced paradigm,City_262,0,Nauru,2016-08-14 22:43:08,1
57.05,58,35038.82,124.13,Persevering universal system,City_498,0,Argentina,2016-01-12 12:04:26,1
50.55,29,34579.06,174.59,Persevering configurable solution,City_50,0,Burundi,2016-06-10 14:24:14,1
77.13,41,41260.35,210.59,Extended configurable framework system,City_447,1,Norway,2016-12-08 20:14:10,0
71.0,34,51329.18,200.94,Cloned universal initiative system,City_327,1,Australia,2016-10-24 11:37:53,0
53.45,35,58328.9,112.32,Universal enhanced system,City_125,0,Peru,2016-04-17 07:33:48,1
87.03,41,61069.42,233.4,Reduced universal emulation system,City_287,1,Norway,2016-05-16 15:08:56,0
62.11,19,43193.03,202.48,Configurable cloned infrastructure,City_406,1,India,2016-01-08 05:08:14,0
53.27,34,50556.91,162.44,Integrated integrated productivity,City_306,1,Canada,2016-10-26 01:09:39,1
70.57,40,56337.48,238.34,Configurable synergistic framework,City_18,1,Brazil,2016-05-21 13:04:59,0
45.58,33,28607.72,105.37,Persevering synergistic capability,City_245,1,San Marino,2016-12-06 15:46:20,1
67.83,31,59261.68,239.0,Enhanced reduced initiative capability,City_270,1,Turkey,2016-04-08 02:40:15,0
73.4,23,56901.36,229.92,Cloned extended system capability,City_98,1,Burundi,2016-08-11 19:00:50,0
62.51,35,47840.51,155.27,Cloned persevering policy,City_18,0,Canada,2016-01-31 07:18:12,1
95.0,30,74494.08,233.89,Configurable persevering forecast system,City_106,0,India,2016-12-06 03:38:19,0
60.18,21,68922.47,190.92,Synergistic integrated protocol,City_5,0,Myanmar,2016-11-17 03:42:51,0
47.71,26,38741.73,211.4,Universal synergistic initiative,City_418,1,Germany,2016-07-08 22:10:23,1
56.2,20,49564.5,160.04,Enhanced configurable framework  solution,City_54,1,Norway,2016-12-09 23:29:07,1
47.77,22,55936.63,158.07,Synergistic universal paradigm capability,City_163,1,Ghana,2016-09-11 17:55:32,1
60.25,30,57607.18,106.3,Cloned cloned architecture capability,City_420,0,San Marino,2016-06-13 21:34:46,1
53.19,39,32434.65,160.04,Synergistic integrated policy system,City_238,1,Spain,2016-01-15 21:45:42,1
52.24,45,60862.91,124.5,Universal synergistic forecast capability,City_99,1,Czech Republic,2016-03-08 03:01:30,1
47.7,45,61922.83,134.82,Extended synergistic capability,City_128,1,Burundi,2016-12-15 11:32:11,1
69.92,25,80000.0,177.52,Cloned enhanced forecast system,City_90,1,Canada,2016-11-23 03:57:08,0
53.8,36,59575.72,105.95,Enhanced extended framework,City_360,1,Czech Republic,2016-02-04 06:50:20,1
54.31,40,64811.77,212.42,Configurable cloned infrastructure,City_417,0,Turkey,2016-02-20 07:59:02,0
63.72,21,37225.12,111.85,Synergistic proactive methodology system,City_216,1,Peru,2016-01-28 12:00:36,1
53.5,36,61398.25,105.33,Enhanced integrated productivity  solution,City_475,0,Nauru,2016-04-16 22:11:54,1
64.04,46,52128.14,144.96,Integrated integrated forecast,City_497,1,Iceland,2016-01-10 16:52:31,1
61.88,31,59938.43,190.52,Persevering configurable initiative,City_129,1,Argentina,2016-03-31 00:29:33,0
57.76,48,68145.15,159.09,Proactive cloned framework system,City_211,1,Germany,2016-06-14 21:41:20,1
71.55,45,69047.46,198.27,Reduced synergistic analyzer,City_451,0,Qatar,2016-06-28 22:21:13,0
72.5,29,56455.66,213.38,Persevering configurable methodology system,City_463,1,Spain,2016-10-05 17:06:33,0
86.73,46,48643.54,216.4,Extended cloned initiative,City_352,0,Peru,2016-11-07 21:33:44,0
76.09,35,46667.11,211.37,Integrated cloned methodology,City_315,0,Czech Republic,2016-03-05 13:22:59,0
77.45,35,59516.25,182.46,Persevering synergistic capability  solution,City_50,0,Australia,2016-11-24 20:53:59,0
